#-bits	Avg Efficiency
8		2.9332
10		2.8850
12		2.8192
14		2.7784
16		2.7553
18		2.7505
20		2.7219
22		2.7184
24		2.7060
26		2.6936
28		2.6837
30		2.6899
32		2.6768
34		2.6753
36		2.6656
38		2.6566
40		2.6619
42		2.6677
44		2.6675
46		2.6574
48		2.6519
50		2.6472
52		2.6582
54		2.6605
56		2.6575
58		2.6441
60		2.6516
62		2.6494
64		2.6465
